Month,Positive,Neutral,Negative,Feature Title,Feature Description,Feature Type
7/1/2022,4777,356,1345,Update Zoom presence status based on contact center status,"Agents’ Zoom presence will be automatically set based on their contact center status. For example, if an agent is in the Occupied status while in a video engagement, their Zoom presence status will be automatically set to In a Meeting.",Contact Center features
7/1/2022,4777,356,1345,Enhancements to closed engagements tab,"Agents and supervisors are able to see all engagements which were assigned to them and closed, as well as engagements which were assigned to them but closed with another agent or supervisor. Additionally, queue supervisors can see all engagements which were closed and assigned to the agents in their queue as well as engagements which were assigned to an agent in their queue but were closed with another agent.",Contact Center features
7/1/2022,4777,356,1345,Enhancements to active engagements tabs,"When viewing the active engagements tab, supervisors and agents can see the flow that the engagement went through. Additionally, the supervisor action buttons have moved to the ellipses icon (...) menu rather than having their own column area.",Contact Center features
7/1/2022,4777,356,1345,Callback label for inbound notifications,"If a customer requests a callback and is routed to an agent, the inbound voice call notification will display Callback above the consumer’s phone number and display name.",Contact Center features
7/1/2022,4777,356,1345,End of SMS or chat engagement experience,"Agents can set a disposition for closed SMS or chat engagements. Additionally, a new Messaging Wrap-up section has been added in the left-side panel for messaging engagements that are closed but awaiting a disposition.",Contact Center features
7/1/2022,4777,356,1345,Share files in chat,Agents and consumers can share files in chat during an active web chat engagement.,Contact Center features
7/1/2022,4777,356,1345,Enhancements to multi-tasking while on an active engagement,"When an agent is on an active engagement and switches to another tab in the Zoom desktop client, agents will see a banner that notifies them of the active engagement and allows them to mute/unmute their microphone.",Contact Center features
7/1/2022,4777,356,1345,Set contact center ringtone,Agents can set a ringtone specifically for contact center inbound engagements to differentiate these from inbound Zoom Phone calls and Zoom Meeting invites.,Contact Center features
6/1/2022,4576,354,2591,View profile cards in during meetings,"If allowed by account admins, users can view other participants' Zoom profile card from within a meeting. This also includes the addition of a participant’s local time as part of their profile card, to aid in coordinating time zones between users.",General features
6/1/2022,4576,354,2591,Additional MSI/PLIST/GPO options: Set exact level of touch up appearance filter - SetFaceBeautyValue,"This policy, when used in conjunction with EnableFaceBeauty, allows admins to set the default level of the touch up appearance option. By default, this is set to 25%.",General features
6/1/2022,4576,354,2591,Additional MSI/PLIST/GPO options: Set exact level of low-light adjustment - SetLightAdaptionManualValue,"This policy, when used in conjunction with EnableLightAdaption and EnableAutoLightAdaption, allows admins to set the default level of the low light adaptation option. If EnableFaceBeauty is enabled and EnableAutoLightAdaption is disabled, this policy will take effect. By default, this is set to 20%.",General features
6/1/2022,4576,354,2591,Set video filters to be persistent for future meetings,"Users can choose a video filter, such as color filters, frames, and foreground effects, which can be set and applied to all future meetings. This can be adjusted as needed before and within a meeting.",Meeting/webinar features
6/1/2022,4576,354,2591,Meetings with Multiple Participants Share Content pre-enabled,Hosts can schedule meetings with the Multiple participants can share simultaneously option pre-enabled. This feature must be enabled by Zoom.,Meeting/webinar features
6/1/2022,4576,354,2591,Persistent Gallery view after pinning,"Participants in Gallery view are returned to Gallery view after pinning and unpinning a video, rather than switching to Speaker view after unpinning a video.",Meeting/webinar features
6/1/2022,4576,354,2591,Quicker enablement of gesture recognition,Gesture recognition can be quickly enabled and disabled during a meeting directly from the meeting toolbar.,Meeting/webinar features
6/1/2022,4576,354,2591,Video quality improvements,Client upload bitrate limitation introduced to reduce bandwidth consumption and achieve higher frame rate at certain video resolutions.,Meeting/webinar features
6/1/2022,4576,354,2591,Search breakout rooms,"Hosts and co-hosts are able to better manage breakout rooms with the ability to search for participants in breakout rooms by name, allowing them to quickly view, assign, or move participants between breakout rooms.",Meeting features
6/1/2022,4576,354,2591,Support for translated captions,"Account owners and admins can enable Translated Captions, which allows users to enable automated translated captions in language pairs in meetings; it also provides a speaking language list and translation language list. These settings are available at the account, group, and user levels. This feature is only available for Zoom One Business Plus and Zoom One Enterprise Plus accounts.",Meeting features
6/1/2022,4576,354,2591,Simultaneous sharing for panelists,"Webinar attendees can now experience the sharing of simultaneous presentations by panelists. This is the same functionality that is already available in Zoom Meetings. The webinar attendee can choose which screen to view, such as seeing the content in their language when a presentation is shared in different languages. This can be helpful when sharing presentations in multiple languages.",Webinar features
6/1/2022,4576,354,2591,Chat Etiquette Tool support for Webinar Q&A,"Chat etiquette policies are also applied to Webinar Q&A content, in addition to the existing support for in-meeting chat, in-webinar chat, and Zoom Chat.",Webinar features
6/1/2022,4576,354,2591,Support for Zoom Apps in Webinars,"Webinar panelists can launch Zoom Apps during their webinars and share their view of the app with attendees. For some apps, attendees can be invited to open the app and collaborate with the panelists. This feature requires version 5.10.6 and will not be immediately available, as it is dependent on a backend update currently scheduled for June 28.",Webinar features
6/1/2022,4576,354,2591,View additional shapes for Zoom Whiteboard,"Additional shapes can be viewed to facilitate flow charts, data flow diagrams, and organization charts. These shapes can only be viewed with the in-meeting Whiteboard experience.",Whiteboard features
6/1/2022,4576,354,2591,Enhanced deep linking for chat and channels,"Chat message linking can be done to and from private channels, group chats, and 1:1 conversations. Only users with existing access can view the referenced channels, group chats, or messages.",Chat features
6/1/2022,4576,354,2591,Notifications when added to a new channel,Users are shown a notification when they are added to a chat channel or group chat.,Chat features
6/1/2022,4576,354,2591,Support for restricting channel creation by user groups,"Admins can restrict at the Group level if users can create their own public or private channels. This can be configured for both new and existing user groups, and Admins can change the setting at any time.",Chat features
6/1/2022,4576,354,2591,Support for suppressing channel removal notifications,Admins can suppress deleted or deactivated user notifications in group chats and channels.,Chat features
6/1/2022,4576,354,2591,Sidebar and folders enhancements,"The Starred section has moved to the top on the sidebar, above all folders. A new caret menu to the right of the Chat title includes options to Create a Channel, Join a Channel, Create a Folder, and Add a Bot. The preview of unread Chats or Channels that appears when hovering over an unread badge on a collapsed folder or section will now include @all or @me mentions.",Chat features
6/1/2022,4576,354,2591,Support for GIF content rating restrictions,"Account admins can restrict certain GIF images in Zoom Chat based on GIPHY’s content rating system. Content ratings include G, PG, PG-13, and R.",Chat features
6/1/2022,4576,354,2591,Support for adding users to a channel in bulk,"Zoom Chat channel admins can add members to an existing channel in bulk by copy-and-pasting a list of email addresses. Separate emails are detected by a space, semicolon, comma, or new line.",Chat features
6/1/2022,4576,354,2591,Happy Anniversary chat celebration,"When variations of “Happy Anniversary” are used in Zoom Chat, a celebration of raining Tada emojis 🎉 will rain down in the chat window.",Chat features
6/1/2022,4576,354,2591,Call forwarding,"Phone users can enable/disable Call Forwarding on their client and forward their call to internal extensions, external contacts/numbers, and voicemail, depending on their phone plan and policy. This setting can be set for a time duration if desired.",Phone features
6/1/2022,4576,354,2591,Search Common area phones in Contacts,Users can search and dial a desk phone from the Zoom client. They can also browse through a list of Zoom Phone Appliance names in the Contacts page under the Zoom Phone Appliances section.,Phone features
6/1/2022,4576,354,2591,Estimated wait time in video Waiting Room,"If enabled by an admin, consumers will see the estimated wait time while waiting in the queue for a video engagement (Waiting Room). The estimated wait time is based on several factors including the average handling time.",Contact Center features
6/1/2022,4576,354,2591,Enhancements to voice call recordings during call transfers,"When a call is being recorded and the agent transfers the call to a Zoom Phone user or to an external number, the contact center voice call recording will stop.",Contact Center features
6/1/2022,4576,354,2591,Enhancements to chat feature in video engagements,There are several UI enhancements to the chat feature in video engagements to better match the web chat experience.,Contact Center features
6/1/2022,4576,354,2591,Enhancement to video engagements,"When an additional consumer is in a video engagement and then they leave, the engagement will continue for the remaining agent and consumer.",Contact Center features
6/1/2022,4576,354,2591,Test video and microphone,Consumers can test their video and microphone when joining a video engagement using a web browser.,Contact Center features
6/1/2022,4576,354,2591,Enhancements to closed engagements tabs,"When viewing the closed engagements tab, supervisors and agents can search for specific engagement or filter to a subset of engagements.",Contact Center features
6/1/2022,4576,354,2591,End of SMS or chat engagement experience,Account owners and admins can no longer set a wrap-up time for chat and SMS engagements. This is being changed to improve the experience for agents that handle several chat engagements at once and gives agents more time to set a disposition. Agents will not be able to set a disposition for a closed SMS or chat engagement. Dispositions will be re-enabled in a future release for SMS and chat engagements.,Contact Center features
6/1/2022,4576,354,2591,Support for Zoom Apps in Webinars,"Webinar panelists can launch Zoom Apps during their webinars and share their view of the app with attendees. For some apps, attendees can be invited to open the app and collaborate with the panelists. This feature requires version 5.10.6 and will not be immediately available, as it is dependent on a backend update currently scheduled for June 28.",Zoom Apps features
6/1/2022,4576,354,2591,Guest mode for authenticated users,"Meeting users can access a Zoom App through Guest mode, even if they are authenticated in the meeting. This allows users some functionality when collaborating on apps that have not been pre-approved by an admin or installed by them directly.",Zoom Apps features
5/1/2022,5805,461,1492,Share Zoom Whiteboard to Zoom Chat channels,Zoom Whiteboards created in the web portal or desktop client can be shared to Zoom Chat Channels.,Chat features
5/1/2022,5805,461,1492,Control participant names in local recordings,"Allow hosts to control whether participant names are captured as part of local recordings. Enabled by default in the client settings, names of participants (either with video on or off) are captured as part of their video for local recordings. This has no effect on name tags created as part of webinar session branding.",General features
5/1/2022,5805,461,1492,Additional MSI/PLIST/GPO options: Disable Guest mode for Zoom Apps - DisableZoomAppsGuestAccess,"Disabled by default, this controls the ability for users to utilize a Zoom App in Guest mode.",General features
5/1/2022,5805,461,1492,Additional MSI/PLIST/GPO options: Control use of the launch external app/URL for incoming calls - EnableLaunchApp4IncomingCalls,"Disabled by default, this controls the Launch an external app or a URL for incoming calls option in the client. This must be used in coordination with the SetCommand4IncomingCalls, so that the URL can be configured as well.",General features
5/1/2022,5805,461,1492,Additional MSI/PLIST/GPO options: Set the exact URL you want to launched for incoming calls - SetCommand4IncomingCalls,"Disabled by default, this sets the URL used when the client receives an incoming call. This must be used in coordination with the EnableLaunchApp4IncomingCalls, so that the Launch an external app or a URL for incoming calls option can be enabled as well.",General features
5/1/2022,5805,461,1492,File transfer control for internal and external contacts,Administrators can control the type of files that can be sent to and from their internal and external users in Zoom Chat. Admins can also control the maximum file size for transfer by external users.,Chat features
5/1/2022,5805,461,1492,Voicemail and videomail transcript,Phone users can view the transcription of their videomail or voicemail if the features are enabled by their admins.,Phone features
5/1/2022,5805,461,1492,Adjust ringtone and call waiting volume,"Users can adjust or silence the volume of incoming calls, and call waiting using the ringtone and call waiting volume controls. Users can also assign distinct ringtones to different extensions.",Phone features
5/1/2022,5805,461,1492,SMS to emergency phone numbers,"Zoom Phone users attempting to send an SMS or a group SMS from the Zoom desktop or mobile client, to US and Canada emergency phone numbers, will receive an error message stating that text to 911 service is not available, and instead to call those emergency phone numbers. Zoom phone clients will automatically place the emergency call after a 10 seconds countdown unless the user cancels the call.",Phone features
5/1/2022,5805,461,1492,Sync cloud contacts,Users can refresh their contacts by clicking the refresh icon if the contacts have not synced.,Phone features
5/1/2022,5805,461,1492,Transfer call to external phone number,Supervisors and agents can transfer voice calls to specialists outside the Zoom Contact Center by entering the Zoom Phone number or external phone number.,Contact Center features
5/1/2022,5805,461,1492,Invite URL for video engagements,Agents can invite others to the video engagement by copying and sending an invite URL via SMS or email.,Contact Center features
5/1/2022,5805,461,1492,Enhancements to Engagement tab,There are several UI enhancements to the Engagements tab. Column headings still appear when there is no engagement data available. The unique engagement ID for each engagement is easily accessible and can be copied to share with others.,Contact Center features
5/1/2022,5805,461,1492,Enhancements to presence status,"Agents can’t set their contact center presence status to Offline. The Offline status will be auto set if the agent signs out of the client. Also, the default presence status has changed to Not Ready.",Contact Center features
5/1/2022,5805,461,1492,Enhancements to notifications,"There are several UI enhancements to improve and differentiate Zoom Contact Center notifications from other Zoom products. Inbound voice notifications display the address book name and phone number if available. Otherwise Unknown Name will be displayed. Inbound chat, SMS, and video notifications display the Decline button. When an agent transfers a voice call, they can select the Transfer from phone number. Agents can be on a Zoom meeting, Zoom Phone call, and Zoom Contact Center call at the same time and easily switch audio between each product when receiving an inbound notification.",Contact Center features
5/1/2022,5805,461,1492,Enhancement to published notes,"Published notes are better organized to help agents easily understand customer issues for engagements. Notes are listed by the agent assigned to the engagement in chronological order, then by the published timestamp of each note. If agents edit an existing note, this will not impact the order of the notes.",Contact Center features
5/1/2022,5805,461,1492,Guest mode for Zoom Apps,"Guest mode allows a meeting or webinar participant to use an app without Zoom giving the app full access to the participant's Zoom account data. Instead, the app only has access to basic information, such as participants' display names, basic browser and device info, basic interactions within Zoom (reactions, turn camera on/off, etc), and performance statistics about how that Zoom App is running.",Zoom Apps features
4/1/2022,5043,365,1248,Chat Etiquette Tool,"Account owners and admins can create Chat Etiquette policies to identify defined keywords or text patterns/regular expressions (such as account numbers) and then determine what action occurs when a policy is triggered. When a user attempts to send a message through Zoom Chat and/or in-meeting/webinar chat that triggers a Chat Etiquette policy, the user is either warned or blocked from sending the message. Chat Etiquette policies are configured at the account level, and can be activated at the account or group level. Admins can create up to 50 policies on the account. This feature requires client version 5.6.0 or higher.",General features
4/1/2022,5043,365,1248,One-time password requirement for suspicious logins,"Users with a work email login type and who do not have two-factor authentication enabled are required to enter a one-time password, sent to their account email, when Zoom detects a suspicious login, for example, a login from a different country or device than usual, among other factors.",General features
4/1/2022,5043,365,1248,Additional MSI/PLIST/GPO options: Disable broadcasting to messages to breakout rooms - DisableBroadcastBOMessage,"Disabled by default, this will disable the ability for the host to broadcast a message to all open breakout rooms.",General features
4/1/2022,5043,365,1248,Additional MSI/PLIST/GPO options: Allow joining meetings hosted in ZfG Cloud without authentication - OverrideEnforceSigninIntercloud,"Disabled by default, this option overrides the EnforceSignInToJoin policy and allows a user to join a Zoom meeting hosted on the ZfG Cloud, without the need to authenticate.",General features
4/1/2022,5043,365,1248,Additional MSI/PLIST/GPO options: Disable all intercloud features - Intercloud_DisableAllFeatures,"Disabled by default, this option disables all features except for audio and video for meetings hosted on the ZfG cloud.",General features
4/1/2022,5043,365,1248,Additional MSI/PLIST/GPO options: Disable in-meeting chat on intercloud meetings - Intercloud_DisableMeetingChat,"Disabled by default, this option disables the use of in-meeting chat on meetings hosted on the ZfG Cloud.",General features
4/1/2022,5043,365,1248,Additional MSI/PLIST/GPO options: Disable screen sharing ability on intercloud meetings - Intercloud_DisableShareScreen,"Disabled by default, this option disables the local ability to share screen on meetings hosted on the ZfG Cloud. This does not affect incoming shared content.",General features
4/1/2022,5043,365,1248,Additional MSI/PLIST/GPO options: Disable meeting reactions on intercloud meetings - Intercloud_DisableMeetingReactions,"Disabled by default, this option disables the use of meeting reactions on meetings hosted on the ZfG Cloud.",General features
4/1/2022,5043,365,1248,Additional MSI/PLIST/GPO options: Disable file transfers on intercloud meetings - Intercloud_DisableMeetingFileTransfer,"Disabled by default, this option disables the use of file transfers through in-meeting chat on meetings hosted on the ZfG Cloud.",General features
4/1/2022,5043,365,1248,Additional MSI/PLIST/GPO options: Disable annotation on intercloud meetings - Intercloud_DisableAnnotation,"Disabled by default, this option disables the local ability to annotate on shared content in meetings hosted on the ZfG Cloud. This does not affect others ability to annotate.",General features
4/1/2022,5043,365,1248,Additional MSI/PLIST/GPO options: Disable whiteboards on intercloud meetings - Intercloud_DisableWhiteBoard,"Disabled by default, this option disables the use of in-meeting whiteboarding on meetings hosted on the ZfG Cloud.",General features
4/1/2022,5043,365,1248,Additional MSI/PLIST/GPO options: Disable local recording on intercloud meetings - Intercloud_DisableLocalRecording,"Disabled by default, this option disables the ability to locally record meetings hosted on the ZfG Cloud.",General features
4/1/2022,5043,365,1248,Additional MSI/PLIST/GPO options: Disable captioning on intercloud meetings - Intercloud_DisableClosedCaptioning,"Disabled by default, this option disables the use of captioning features on meetings hosted on the ZfG Cloud.",General features
4/1/2022,5043,365,1248,Additional MSI/PLIST/GPO options: Disable remote control during screen share on intercloud meetings - Intercloud_DisableRemoteControl,"Disabled by default, this option disables the remote control of shared screens in meetings hosted on the ZfG Cloud.",General features
4/1/2022,5043,365,1248,Additional MSI/PLIST/GPO options: Disable polling on intercloud meetings - Intercloud_DisableMeetingPolls,"Disabled by default, this option disables the use of polling in meetings hosted on the ZfG Cloud.",General features
4/1/2022,5043,365,1248,Additional MSI/PLIST/GPO options: Disable the ability to connect through computer audio for intercloud meetings - Intercloud_DisableComputerAudio,"Disabled by default, this option disables the use of computer audio for connecting to meetings hosted on the ZfG Cloud.",General features
4/1/2022,5043,365,1248,Central library of polls,"Users can manage a central library of polls for meetings and webinars. They can create or edit polls and use them for Personal Meeting ID (PMI) and non-PMI meetings. Previously, polls for PMI and non-PMI meetings were managed separately. When a poll is marked as available to all meetings, it will appear in the list of polls that can be launched in a meeting. This new central repository will not replace the existing ""Personal Meeting (PMI) polls"", instead polls created here will only appear in PMI meetings.",Meeting/webinar features
4/1/2022,5043,365,1248,Hide/display chat preview notifications,"Participants can quickly and easily hide or show the in-meeting/webinar chat message previews. These can be disabled to help you to avoid distractions during a presentation, then displayed again when you can provide more attention to incoming chat messages.",Meeting/webinar features
4/1/2022,5043,365,1248,Support for multi-spotlight for cloud recordings,Cloud recordings will recognize and record up to 9 spotlighted participants in a meeting or webinar.,Meeting/webinar features
4/1/2022,5043,365,1248,Enhancement to Waiting Room participants order,Hosts can choose to display the participants currently in the Waiting Room in either chronological or alphabetical order. This is set in the Waiting Room customization settings in the web portal. This feature requires version 5.10.3 or higher.,Meeting features
4/1/2022,5043,365,1248,View Breakout Rooms activities from main session,"Hosts can get an idea of how active their breakout rooms are by viewing the list of open breakout rooms. Each participant in those breakout rooms will show their current video and audio status, if they are sharing their screen, and any active reactions or nonverbal feedback.",Meeting features
4/1/2022,5043,365,1248,Enhanced Meeting Reaction awareness,"Meeting participants will have clearer indications of which reaction or nonverbal feedback they have chosen. This is useful when the participants cannot easily see their self-view, which typically indicates any active reactions or nonverbal feedback.",Meeting features
4/1/2022,5043,365,1248,Gesture Recognition,"Allows for visual gestures, such as a raised hand, to automatically use a corresponding meeting reaction, Raise hand. Currently, this is supported for Raise Hand and Thumbs Up reactions.",Meeting features
4/1/2022,5043,365,1248,Introducing: Zoom Whiteboard,"We’ve redesigned our virtual whiteboarding experience to bring you the all-new Zoom Whiteboard, a cross-platform visual collaboration solution that’s built right into Zoom Meetings, the Zoom desktop client, and the Zoom web portal. With Zoom Whiteboard, you can brainstorm and collaborate on a persistent, expandable, digital canvas. In-person and remote teams can ideate from Zoom-enabled devices, providing you and your team with the intuitive features you need to collaborate.",Whiteboard features
4/1/2022,5043,365,1248,Search Zoom Phone Appliances,Users can search for and browse Zoom Phone Appliances that have been set up as Shared Offices (common area phones). These appliances appear in the Desk Phones section in the Contacts tab.,Phone features
4/1/2022,5043,365,1248,Conference call,Phone users can seamlessly add more than 3 participants to one call. This feature needs to be enabled by Zoom.,Phone features
4/1/2022,5043,365,1248,SMS/MMS opt in/out,Users can allow their recipients to opt in/out of SMS/MMS messaging to stay within the 10DLC parameters set by mobile carriers.,Phone features
4/1/2022,5043,365,1248,Default behavior for agents,"After signing in to the desktop client and selecting the Contact Center tab, supervisors will see the Closed Engagements tab and agents see the first available tab they have access to instead of the outbound dial pad.",Contact Center features
4/1/2022,5043,365,1248,Enhancement to notes,"Notes are displayed in reverse chronological order with the most recent notes displayed first. In addition, adding new notes will not affect the overall order of the notes.",Contact Center features
4/1/2022,5043,365,1248,Enhancements to Engagement tab,"Agents or supervisors can click View Events to view historical information for an active or closed engagement; for example, when the engagement started. In addition, the notes section has been renamed to Published notes.",Contact Center features
4/1/2022,5043,365,1248,Enhancements to address book,Agents can add multiple phone numbers and emails to address book contacts.,Contact Center features
3/1/2022,5896,489,1578,Support for Apple authentication,Users will be able to sign in with their Apple ID on the Zoom desktop client and mobile apps.,General features
3/1/2022,5896,489,1578,Dark mode support,Users can select dark mode as their theme in their client Settings.,General features
3/1/2022,5896,489,1578,Enhancement to contacts count,"The Contacts tab is no longer capped at 1,000 contacts for each contact group. Contacts will continuously load as many contacts as you have in the contact group as you scroll down. This feature must be enabled by Zoom.",General features
3/1/2022,5896,489,1578,Additional MSI/PLIST/GPO/MDM options: Allow Apple login - EnableAppleLogin,"Enabled by default, this option controls access to the Apple authentication method. This login method can also be restricted at the account level by an account admin.",General features
3/1/2022,5896,489,1578,Additional MSI/PLIST/GPO/MDM options: Control visibility of Video Message option - ShowVideoMessageButton,"Enabled by default, this option controls access to the Video Message option in Zoom chat.",General features
3/1/2022,5896,489,1578,Additional MSI/PLIST/GPO/MDM options: Control visibility of profile photos in Zoom Chat - ShowProfilePhotosInChat,"Disabled by default, this option controls if user profile pictures are shown in Zoom Chat.",General features
3/1/2022,5896,489,1578,Additional MSI/PLIST/GPO/MDM options: DisableWebinarReaction - Disable use of Webinar Reactions,"Disabled by default, this option controls access to Webinar Reactions.",General features
3/1/2022,5896,489,1578,Avatars,"When enabled during a meeting, Zoom’s technology uses your device’s camera to detect where a face is on the screen and apply the selected avatar effect. This feature requires 5.10.0 or higher.",Meeting/webinar features
3/1/2022,5896,489,1578,Live streaming to Twitch,"Hosts can live stream their meeting or webinar to Twitch directly, rather than manually configuring the stream as a custom live-streaming service.",Meeting/webinar features
3/1/2022,5896,489,1578,Show invitee list in Participants panel,"Displaying the invitee list in the Participants panel allows hosts, co-hosts, and alternative hosts to view a Not Joined section in the Participants panel of the meeting. This section lists the people who were invited to the meeting but have not yet joined, as well as their calendar response. This feature requires hosts and users to have the Calendar and Contacts Integration (Google Calendar or Outlook Calendar) configured in their Profile. This feature requires 5.9.6 or higher. This feature was initially available to limited account types, and now is available to all account types.",Meeting/webinar features
3/1/2022,5896,489,1578,Rename participants in Waiting Room,"Hosts and co-hosts can rename meeting participants in the waiting room before they enter the meeting. After locating a participant's name in the waiting room section of the participant list, an option appears in the ... menu to rename that participant. The participant is notified of this change.",Meeting features
3/1/2022,5896,489,1578,Save Breakout Room assignments for future use,"When breakout rooms are created, the host can save that current configuration and participant assignments, which can be used in future sessions. This is only available for recurring meetings and limited to 10 saved configurations per user.",Meeting features
3/1/2022,5896,489,1578,Share audio with content to all breakout rooms,"Hosts are able to share computer audio, along with shared content, to all breakout rooms. This can be enabled when beginning the share, or while sharing is in progress. This also supports the Share Video option as well for Breakout Rooms.",Meeting features
3/1/2022,5896,489,1578,Optional include co-host when automatically assigning breakout rooms,"When creating breakout rooms and choosing to assign participants automatically, any co-hosts will now not automatically be included in the assignments, but the host can choose to include them.",Meeting features
3/1/2022,5896,489,1578,Webinar Backstage,"The webinar host and other panelists can move between the backstage area, which is not visible or heard by attendees, and the live webinar area, which is visible to and heard by attendees. Panelists backstage can still hear and view the live webinar to keep an eye on the presentation and know when to rejoin. This feature requires version 5.10.0 or higher for panelists, and the host must have a Zoom Events license. This feature will not be immediately available, as it is dependent on a backend server update currently scheduled for April 9, 2022.",Webinar features
3/1/2022,5896,489,1578,Webinar Session Branding,"Hosts can customize the appearance of the in-webinar experience by adding a wallpaper behind the video tiles, setting a common virtual background for all panelists, and providing name tags for each panelist. This requires version 5.10.0 or higher to use and/or view, but does not require this version to join the webinar.",Webinar features
3/1/2022,5896,489,1578,Reactions for Webinar,"Webinar Attendees can use reactions, similar to reactions in meetings. The stream of submitted reactions are displayed in the bottom-right corner of the main webinar window, visible to the host, panelists, and attendees. This can be controlled within the webinar, as well as at the Account-, Group-, and User-level settings. This requires version 5.9.6 or higher to be able to send and see reactions.",Webinar features
3/1/2022,5896,489,1578,Hide profile pictures for unmuted or promoted attendees,Admins and webinar hosts can restrict the use of profile pictures for panelists and attendees when they are unmuted or promoted to a panelist. This feature requires version 5.3.2 or higher.,Webinar features
3/1/2022,5896,489,1578,Cloud storage support for SharePoint,"Users can set the default file storage option for newly created channels to SharePoint, the third-party cloud storage service. This also allows users to create new Office 365 documents right from cloud storage backed chat channels. Screenshots, recorded Audio Messages, and Zoom Whiteboard files will still be stored on Zoom Cloud. This feature must be enabled by Zoom.",Chat features
3/1/2022,5896,489,1578,Cloud storage support for Box,"Users can set the default file storage option for newly created channels to Box, the third-party cloud storage service. This also allows users to create new productivity suite documents right from cloud storage backed chat channels. The Box integration can use Office 365, Google Workspace Docs, or Box Notes. Screenshots, Recorded Audio Messages, and Zoom Whiteboard files will still be stored on Zoom Cloud. This feature must be enabled by Zoom.",Chat features
3/1/2022,5896,489,1578,Folders for grouping chats and channels,"Users can group and self-organize their channels and chats in a way that declutters their sidebar to find their conversations quickly. Users can create up to 200 folders, with each folder having up to 50 chats or channels within. Items within a folder can be dragged and dropped into any order. This feature will not be immediately available, as it is dependent on a backend server update currently scheduled for March 28, 2022.",Chat features
3/1/2022,5896,489,1578,Hover to preview unread messages,"When hovering on the unread message notification on a collapsed sidebar section or folder, a preview window will appear to show what hidden chat or channel has an unread message. Clicking on the preview will open that chat or channel.",Chat features
3/1/2022,5896,489,1578,Create multiple group chats with different topics but same user group,"When starting a new group chat with the same group of users, you can choose to start a new group chat with a new topic, instead of jumping to the existing group chat. This allows for the same group of users to create different group chats for different topics.",Chat features
3/1/2022,5896,489,1578,Customizable left sidebar,"Users can select the elements they want to view at the top of their left sidebar (missed calls, contact requests, bookmarks, files), as well as customize the behavior and look of the left sidebar.",Chat features
3/1/2022,5896,489,1578,Enhancements to the channel information panel,"Located on the right side of Zoom Chat channels, channel information has improved visibility and provides users with streamlined channel information, members, files, bookmark information, pin history, and channel-related notifications and options.",Chat features
3/1/2022,5896,489,1578,Deep linking for chat and channels,"With support for deep linking, a user can create shareable links to public channels or specific messages in the channel, and then share links within or outside of Zoom to open directly in Zoom Chat. Only users with existing access and those who belong to the same account with the channel admin, will be able to join and view referenced channels.",Chat features
3/1/2022,5896,489,1578,Video messaging,Users can send short video messages to others. Asynchronous video allows users the time to consider their responses and then record as needed to provide thoughtfully crafted responses.,Chat features
3/1/2022,5896,489,1578,Open chat in new window from notification,Users can enable chat notifications to open the chat or channel in a new window when accessed through the system push notification directly.,Chat features
3/1/2022,5896,489,1578,Send chat message to contact from Profile card,Users can easily multi-task and send multiple chat messages without leaving their screen by sending a quick chat message to someone from their profile card.,Chat features
3/1/2022,5896,489,1578,Find and join public chat channels from Search,Users can search for a public channel to join from the main Search field. Channels they already are members of are visually differentiated from public channels they are not a member of. They can then preview or join the channel directly from the search results.,Chat features
3/1/2022,5896,489,1578,Improved link previews for LinkedIn,Link previews for LinkedIn URLs are more consistent.,Chat features
3/1/2022,5896,489,1578,Quick actions on hover for images and files,"Actions to share, copy, download, open, and add to emoji are more readily available when hovering your mouse over a sent image or file in Zoom Chat.",Chat features
3/1/2022,5896,489,1578,Forward voicemail,Users can forward individual voicemail messages to other users in the same account. Forwarded voicemails can be viewed in the desktop client or web portal. Forwarded voicemails can be marked private to prevent re-forwarding and downloading. This feature must be enabled by Zoom.,Phone features
3/1/2022,5896,489,1578,View and monitor outbound calls,"Supervisors can use the Engagement tab to view details on outbound calls that agents made from the supervisor’s assigned queues. Supervisors can also monitor agents’ outbound calls from these queues (listen, whisper, barge, and takeover).",Contact Center features
3/1/2022,5896,489,1578,Select outbound caller ID number,Agents can select an outbound caller ID number belonging to an associated queue before they make an outbound call.,Contact Center features
3/1/2022,5896,489,1578,Invite by phone during video calls,"During video calls, agents can invite a participant to the calls by calling out a phone number. The participant can answer the phone to join the video call by phone.",Contact Center features
3/1/2022,5896,489,1578,Enhancement to Closed Engagements tab,"The Close Engagements tab shows information on all closed engagements (voice and video). Previously, only voice engagements were supported.",Contact Center features
3/1/2022,5896,489,1578,General UI enhancements,The UI of the Contact Center tab has been improved so that supervisors and agents can better view after resizing the Zoom window.,Contact Center features
3/1/2022,5896,489,1578,Notification when voice call is taken over,"When a supervisor or another agent takes over a voice call, the original agent on the call will see a banner message notifying them that another user is taking over the call.",Contact Center features
3/1/2022,5896,489,1578,Sound notification enhancements for customers,Customers will hear a sound notification while in the Waiting Room for video engagements when an agent has accepted the engagement. They will also hear a notification when another participant joins the call.,Contact Center features
2/1/2022,9233,679,2679,Language Interpretation relay enhancement,"Language interpreters can listen to either the main audio or another translator's audio, which can be useful when a translator doesn't know the main language being spoken, but knows another language the audio is being translated to. This feature requires client version 5.9.6 or higher and must be enabled by Zoom.",Meeting/webinar features
